title,year,publication_date,doi,pmid,url,venue,cited_by_count,primary_task,task_en,task_zh,evidence_tier,source_dbs,source_ids
"A80-4-46 PPP, Can It Be? A Rare Case of Primary Pulmonary Plasmacytoma",2026,2026-05-01,10.1093/ajrccm/aamag162.3759,,https://doi.org/10.1093/ajrccm/aamag162.3759,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161553352
A80-4-51 Through the Ground Glass: Hidden Diagnosis of Pulmonary Malt Lymphoma,2026,2026-05-01,10.1093/ajrccm/aamag162.3764,,https://doi.org/10.1093/ajrccm/aamag162.3764,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161587595
A80-4-54 Pulmonary Sclerosing Pneumocytoma: A Rare Pulmonary Tumor,2026,2026-05-01,10.1093/ajrccm/aamag162.3767,,https://doi.org/10.1093/ajrccm/aamag162.3767,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161536962
Additional file 1 of Real-world comparison of shape-sensing robotic-assisted bronchoscopy and virtual bronchoscopic navigation for peripheral pulmonary lesions: a propensity score-matched study,2026,2026-05-12,10.6084/m9.figshare.32980089.v1,,https://doi.org/10.6084/m9.figshare.32980089.v1,Figshare,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7168264745; W7168242257
Ambient Sound Pressure Levels in the Bronchoscopy Suite,2026,2026-05-25,10.1097/lbr.0000000000001078,42178925.0,https://doi.org/10.1097/lbr.0000000000001078,Journal of Bronchology & Interventional Pulmonology,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:42178925; W7162324511
An Intelligent Force-Sensing Method for Soft Parallel Robots in Gastrointestinal Endoscopy,2026,2026-01-01,10.1109/tim.2026.3654703,,https://doi.org/10.1109/tim.2026.3654703,IEEE Transactions on Instrumentation and Measurement,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7124420811
Anaesthesia for robot-assisted bronchoscopy,2026,2026-07-01,10.1016/j.bjae.2026.06.003,,https://doi.org/10.1016/j.bjae.2026.06.003,BJA Education,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7167926447
Artificial Intelligence in Interventional Pulmonology,2026,2026-07-29,10.1159/000551437,42525596.0,https://doi.org/10.1159/000551437,Respiration,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:42525596; W7171699364
Automatic OCT scanning of moving soft tissue using continuum endoscopic robots,2026,2026-01-01,10.1109/tmrb.2026.3680966,,https://openalex.org/W7134102133,HAL (Le Centre pour la Communication Scientifique Directe),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7150846496; W7134102133
Autonomous RCM-less endoscope control: integrating force-based pivoting with deep learning visual servoing,2026,2026-05-22,10.1038/s41598-026-54550-9,42174030.0,https://doi.org/10.1038/s41598-026-54550-9,Scientific Reports,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W7162133134; MED:42174030
Autonomous Robotic Colonoscopy: A Supervised Learning Approach for Enhanced Navigation and Collision Detection,2026,2026-02-10,10.1002/aisy.202500841,,https://doi.org/10.1002/aisy.202500841,Advanced Intelligent Systems,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7128480925
B43-53 Granulomatous Lymphocytic Interstitial Lung Disease in Sjogren’s Syndrome: Expanding the Spectrum Beyond Cvid,2026,2026-05-01,10.1093/ajrccm/aamag162.2573,,https://doi.org/10.1093/ajrccm/aamag162.2573,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161576318
B57-10 When Home Becomes the Hazard: Non-occupational Silicosis From Cat Litter Mimicking Lung Cancer,2026,2026-05-01,10.1093/ajrccm/aamag162.5250,,https://doi.org/10.1093/ajrccm/aamag162.5250,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161538460
"B63-05 Kidneys, Eyes and Lungs: A Rare Rheumatologic Diagnosis With Associated Pulmonary Disease",2026,2026-05-01,10.1093/ajrccm/aamag162.816,,https://doi.org/10.1093/ajrccm/aamag162.816,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161548221
B71-02 Lower-lobe Pulmonary Tuberculosis Mimicking Malignancy: A Case Report Highlighting Diagnostic Challenges and Treatment,2026,2026-05-01,10.1093/ajrccm/aamag162.6744,,https://doi.org/10.1093/ajrccm/aamag162.6744,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161563566
"B72-46 Candida in the Blood, Aspergillus in the Lungs: A Chronologic Case of Dual Invasive Fungal Disease",2026,2026-05-01,10.1093/ajrccm/aamag162.4334,,https://doi.org/10.1093/ajrccm/aamag162.4334,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161559282
B80-4-18 Comparison Radiation Exposure Between Two Robotic Bronchoscopy Systems,2026,2026-05-01,10.1093/ajrccm/aamag162.3453,,https://doi.org/10.1093/ajrccm/aamag162.3453,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161541296
B80-4-21 Implementation of Robotic Bronchoscopy in a High Volume Tertiary Care Hospital: Process Analysis and Early Outcomes,2026,2026-05-01,10.1093/ajrccm/aamag162.3455,,https://doi.org/10.1093/ajrccm/aamag162.3455,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161585771
B80-4-24 Feasibility and Diagnostic Yield of Pulmonologist-Performed Ultrasound-Guided Fine Needle Aspiration of Supraclavicular and Axillary Lymph Nodes,2026,2026-05-01,10.1093/ajrccm/aamag162.3457,,https://doi.org/10.1093/ajrccm/aamag162.3457,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161551571
B80-5-25 Diffuse Idiopathic Pulmonary Neuroendocrine Cell Hyperplasia (dipnech) Beyond Its Classic Demographic: Expanding the Clinical Spectrum,2026,2026-05-01,10.1093/ajrccm/aamag162.3839,,https://doi.org/10.1093/ajrccm/aamag162.3839,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161600622
B80-5-39 Hidden in Plain Sight: An Unusual Presentation of Mucinous Lung Adenocarcinoma,2026,2026-05-01,10.1093/ajrccm/aamag162.3852,,https://doi.org/10.1093/ajrccm/aamag162.3852,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161593059
C23-17 Navigational Performance: Comparing Robotic and Conventional Bronchoscopy in Novice Pulmonary Trainees,2026,2026-05-01,10.1093/ajrccm/aamag162.3481,,https://doi.org/10.1093/ajrccm/aamag162.3481,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161555688
"C42-34 Pulmonary Nodulosis in a Rheumatoid Arthritis Patient, a Rare Side Effect of Leflunomide",2026,2026-05-01,10.1093/ajrccm/aamag162.3006,,https://doi.org/10.1093/ajrccm/aamag162.3006,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161564167
C77-39 Stage Shift Following Implementation of the Combined Lung Cancer Identification Program (CLIP) in a U.S. Community Hospital,2026,2026-05-01,10.1093/ajrccm/aamag162.3946,,https://doi.org/10.1093/ajrccm/aamag162.3946,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161567671
C78-43 Seeing Beyond the Obvious: A Pulmonologist’s Diagnostic Win,2026,2026-05-01,10.1093/ajrccm/aamag162.3972,,https://doi.org/10.1093/ajrccm/aamag162.3972,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161547662
C80-13 Primary Mediastinal Osteosarcoma: A Rare and Aggressive Tumor in an Unusual Location,2026,2026-05-01,10.1093/ajrccm/aamag162.3567,,https://doi.org/10.1093/ajrccm/aamag162.3567,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161562665
C80-23 Solitary Pulmonary Metastasis From Rectal Adenocarcinoma Managed by Robotic Right Middle Lobectomy Complicated by Chylothorax,2026,2026-05-01,10.1093/ajrccm/aamag162.4013,,https://doi.org/10.1093/ajrccm/aamag162.4013,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161562369
C80-41 A Rare Case of Pulmonary Carcinoid Tumor in an Older Patient With Neurofibromatosis Type 1,2026,2026-05-01,10.1093/ajrccm/aamag162.4026,,https://doi.org/10.1093/ajrccm/aamag162.4026,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161593314
C80-51 Calretinin-Positive Pleural Solitary Fibrous Tumors Mimicking Mesothelioma: A Diagnostic and Management Dilemma,2026,2026-05-01,10.1093/ajrccm/aamag162.4036,,https://doi.org/10.1093/ajrccm/aamag162.4036,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161559508
Comparison of learning curves between electromagnetic navigation bronchoscopy and Ion robotic bronchoscopy for preoperative localization,2026,2026-06-01,10.21037/jtd-2026-0777,42444869.0,https://doi.org/10.21037/jtd-2026-0777,Journal of Thoracic Disease,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W7166592071; MED:42444869
D24-14 The Claw: Removal of a Distal Foreign Body via Robotic Navigational Bronchoscopy,2026,2026-05-01,10.1093/ajrccm/aamag162.3594,,https://doi.org/10.1093/ajrccm/aamag162.3594,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7161604509
Diagnostic yield from minimally invasive pediatric brain tumor biopsies in the molecular era,2026,2026-03-20,10.3171/2025.11.peds25373,41871435.0,https://doi.org/10.3171/2025.11.peds25373,Journal of Neurosurgery Pediatrics,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:41871435; W7140208336
Dual‐Modal Safety Framework for Robotic‐Assisted Bronchoscopy via Endoscopic Vision and Haptic Feedback,2026,2026-06-26,10.1002/rcs.70198,42360891.0,https://doi.org/10.1002/rcs.70198,International Journal of Medical Robotics and Computer Assisted Surgery,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W7166031582; MED:42360891
"ERS Congress 2025: highlights from the Clinical Techniques, Imaging and Endoscopy Assembly.",2026,2026-01-01,10.1183/23120541.01564-2025,41668876.0,https://doi.org/10.1183/23120541.01564-2025,ERJ open research,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),Europe PMC,MED:41668876
Electrical Impedance Tomography and Neural Networks for Shape Sensing in Soft Continuum Endoscopic Robots,2026,2026-01-01,10.1109/lra.2026.3677715,,https://doi.org/10.1109/lra.2026.3677715,IEEE Robotics and Automation Letters,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7140294724
EndoDDC: Learning Sparse to Dense Reconstruction for Endoscopic Robotic Navigation via Diffusion Depth Completion,2026,2026-02-25,10.48550/arxiv.2602.21893,,https://openalex.org/W7131910331,arXiv (Cornell University),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7131910331; W7131617021
EndoWAM: A Grounded World-Action Model for Generalizable Endoscopic Navigation,2026,2026-08-02,10.48550/arxiv.2608.01221,,https://doi.org/10.48550/arxiv.2608.01221,arXiv (Cornell University),0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7172448539
"Endobronchial Intratumoral Immuno- and Gene Therapies in Lung Cancer: Mechanisms of Local Delivery, Systemic Immune Effects, and Global Feasibility",2026,2026-08-04,10.3390/ijms27156988,,https://doi.org/10.3390/ijms27156988,International Journal of Molecular Sciences,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7172411023
Endoluminal Visualization of Distal Airway Abnormalities within a Ground-Glass Opacity During Robotic-Assisted Bronchoscopy,2026,2026-06-18,10.1093/ajrccm/aamag301,,https://doi.org/10.1093/ajrccm/aamag301,American Journal of Respiratory and Critical Care Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7165668454
Exploratory evaluation of magnetic capsule endoscopy with detachable-string for detecting esophageal lesions including early squamous cell carcinoma,2026,2026-03-11,10.1055/a-2823-7782,42016520.0,https://doi.org/10.1055/a-2823-7782,Endoscopy International Open,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex; Europe PMC,W7135015444; MED:42016520
Foreign Body Retrieval Using Robotic Bronchoscopy,2026,2026-07-21,10.1093/annalsats/aaoag207,42482157.0,https://doi.org/10.1093/annalsats/aaoag207,Annals of the American Thoracic Society,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W7170045371; MED:42482157
Image-guided shape-sensing robotic-assisted bronchoscopy for subaortic and paraaortic mediastinal lesion sampling,2026,2026-01-22,10.1016/j.rmed.2026.108669,,https://doi.org/10.1016/j.rmed.2026.108669,Respiratory Medicine,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Core (title-explicit),OpenAlex,W7125394188
Inchiscope: A Modular Triple-Balloon Soft Robotic Endoscope for Navigating the Small Bowel,2026,2026-01-01,10.1109/tmech.2026.3694299,,https://doi.org/10.1109/tmech.2026.3694299,IEEE/ASME Transactions on Mechatronics,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7163891674
Inflammatory Myofibroblastic Tumor of the Lung: A Rare Find in an Elderly Female,2026,2026-03-01,10.1177/23247096261435539,41914218.0,https://doi.org/10.1177/23247096261435539,Journal of Investigative Medicine High Impact Case Reports,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex; Europe PMC,W7143946563; MED:41914218
Intraoperative Nodule Localization in Non-Small-Cell Lung Cancer: Existing and Emerging Techniques,2026,2026-06-12,10.3390/cancers18121915,,https://doi.org/10.3390/cancers18121915,Cancers,1,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7164542360
Invasive diagnostic procedures for early-stage lung cancer: The clinical significance of novel navigational techniques in interventional bronchoscopy,2026,2026-01-01,10.2298/sarh251212006p,,https://doi.org/10.2298/sarh251212006p,Srpski arhiv za celokupno lekarstvo,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7125000285
Learning Shape-Sensing Robotic-Assisted Bronchoscopy after Mastering Advanced Image-Guided Navigation Bronchoscopy,2026,2026-01-08,10.1159/000550190,,https://doi.org/10.1159/000550190,Respiration,2,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7119837761
Letter to editor on “Navigating the lymphatic labyrinth: insights into lateral cervical metastasis patterns in papillary thyroid carcinoma: a multicenter study”,2026,2026-01-21,10.1097/js9.0000000000004896,,https://doi.org/10.1097/js9.0000000000004896,International Journal of Surgery,0,A2,Robotic endoscopic search / navigation,机器人内镜搜索/导航,Expanded (abstract-supported),OpenAlex,W7125133372
